20170829_1040010032658F00_2110231_jpeg_compressed.tif,OK
20170829_1040010032658F00_2112101_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110323_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110302_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110211_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110322_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110121_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110300_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110031_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110123_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110301_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110321_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110033_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110120_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110213_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110303_jpeg_compressed.tif,OK
20170829_1040010032658F00_2112011_jpeg_compressed.tif,OK
20170829_1040010032658F00_2112100_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110233_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110122_jpeg_compressed.tif,OK
20170829_1040010032658F00_2110320_jpeg_compressed.tif,OK
20170829_1040010032211E00_2112002_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110223_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110020_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110200_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110220_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110022_jpeg_compressed.tif,OK
20170829_1040010032211E00_2112022_jpeg_compressed.tif,OK
20170829_1040010032211E00_2112020_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110202_jpeg_compressed.tif,OK
20170829_1040010032211E00_2112003_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110222_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110021_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110203_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110221_jpeg_compressed.tif,OK
20170829_1040010032211E00_2110201_jpeg_compressed.tif,OK
20170829_1040010032211E00_2112001_jpeg_compressed.tif,OK
20170829_1040010032211E00_2112000_jpeg_compressed.tif,OK
20170829_1040010032211E00_2112023_jpeg_compressed.tif,OK
